"suggest.description","","suggest something to the Ardent team!","suggest something to the Ardent team!"
"support.description","","get support - join the Ardent server!","get support - join the Ardent server!"
"website.description","","get the url for Ardent's website!","get the url for Ardent's website!"
"coinflip.description","","let chance decide!","let chance decide!"
"8ball.description","","need an answer to a question? can't decide? ask the Ardent magic 8-ball","need an answer to a question? can't decide? ask the Ardent magic 8-ball"
"fml.description","","having a bad day or want to laugh at someone else's expense?","having a bad day or want to laugh at someone else's expense?"
"fortune.description","","get one of those classic unix fortunes!","get one of those classic unix fortunes!"
"gif.description","","shows you a random gif from Giphy","shows you a random gif from Giphy"
"nick.description","","give yourself a nickname. functions exactly the same as /nick on Android","give yourself a nickname. functions exactly the same as /nick on Android"
"nickme.description","","let Ardent give you a cool new randomly-generated nickname!","let Ardent give you a cool new randomly-generated nickname!"
"random.description","","get a random number or option","get a random number or option"
"roll.description","","roll a die","werfe einen Würfel"
"translate.description","","translate what you want to say to a different language!","übersetzte was du sagen willst in eine andere Sprache!"
"urban.description","","get word definitions from the Urban Dictionary!","get word definitions from the Urban Dictionary!"
"daily.description","","get a daily stipend of between 20 and $500 Ardent currency","get a daily stipend of between 20 and $500 Ardent currency"
"divorce.description","","your marriage wasn't all you dreamed it would be?","your marriage wasn't all you dreamed it would be?"
"marry.description","","marry the discord user of your dreams!","marry the discord user of your dreams!"
"profile.description","","see a user's profile","see a user's profile"
"top.description","","see who has the most money in the Ardent database","see who has the most money in the Ardent database"
"musiclibrary.description","","reset, or play from your personal music library","reset, or play from your personal music library"
"playlist.description","","create, delete, or play from your saved playlists","create, delete, or play from your saved playlists"
"clearqueue.description","","clears all songs from the queue","clears all songs from the queue"
"goto.description","","use this command to go to a certain point in the currently playing track","use this command to go to a certain point in the currently playing track"
"pause.description","","pauses the music player","pauses the music player"
"play.description","","play songs, playlists, or your personal music library!","play songs, playlists, or your personal music library!"
"playing.description","","shows information about the currently playing track","shows information about the currently playing track"
"queue.description","","shows information about the current queue","shows information about the current queue"
"removefrom.description","","remove all the tracks from the mentioned user or users","remove all the tracks from the mentioned user or users"
"repeat.description","","repeat the track that's currently playing","repeat the track that's currently playing"
"resume.description","","resumes the music player","resumes the music player"
"save.description","","save the currently playing track to your music library","save the currently playing track to your music library"
"skip.description","","skips the currently playing track","skips the currently playing track"
"songurl.description","","gets the link for the currently playing track!","gets the link for the currently playing track!"
"stop.description","","stop the music player and remove the queue","stop the music player and remove the queue"
"volume.description","","see and change the volume of the player","see and change the volume of the player"
"getid.description","","get the id of a mentioned role, text channel, or user!","get the id of a mentioned role, text channel, or user!"
"help.description","","get command help","get command help"
"online.description","","see online/offline statistics about other users or see who's online!","see online/offline statistics about other users or see who's online!"
"ping.description","","get Ardent's ping","get Ardent's ping"
"roleinfo.description","","view useful information about roles in this server","view useful information about roles in this server"
"serverinfo.description","","view basic information about this server","view basic information about this server"
"userinfo.description","","view cool information about your friends","view cool information about your friends"
"userlog.description","","see a list of users' messages that Ardent has logged in channels that you and the user have access to","see a list of users' messages that Ardent has logged in channels that you and the user have access to"
"accept.description","","accept an invitation to a game","accept an invitation to a game"
"cancel.description","","cancel a game in lobby","cancel a game in lobby"
"decline.description","","decline a pending game invite","decline a pending game invite"
"start.description","","manually start a game","manually start a game"
"gameinvite.description","","invite people to your game!","invite people to your game!"
"gamelist.description","","display all currently running games","display all currently running games"
"join.description","","join a game in lobby","join a game in lobby"
"leave.description","","leave a game you're currently queued for","leave a game you're currently queued for"
"bet.description","","bet some money - will you be lucky?","bet some money - will you be lucky?"
"blackjack.description","","start a game of blackjack - inside Discord!","start a game of blackjack - inside Discord!"
"connect4.description","","play connect 4 - inside Discord!","play connect 4 - inside Discord!"
"slots.description","","start slots games!","start slots games!"
"tictactoe.description","","start a game of Tic Tac Toe - inside Discord!","start a game of Tic Tac Toe - inside Discord!"
"trivia.description","","start a game of trivia","start a game of trivia"
"adminrole.arguments.set","set the admin role, argument","set","set"
"adminrole.arguments.set.description","","set the Ardent admin role in your server","set the Ardent admin role in your server"
"adminrole.arguments.remove","","remove","remove"
"adminrole.arguments.remove.description","","removes the currently set role from being the admin role","removes the currently set role from being the admin role"
"adminrole.arguments.audit","","audit","audit"
"adminrole.arguments.audit.description","","see what's set as the admin role (and who has that role)","see what's set as the admin role (and who has that role)"
"trivia.arguments.solo","","solo","solo"
"trivia.arguments.solo.description","","start a solo trivia game","start a solo trivia game"
"trivia.arguments.multi","","multiplayer","multiplayer"
"trivia.arguments.multi.description","","start a multiplayer trivia game","start a multiplayer trivia game"
"top.arguments.server","","server","server"
"top.arguments.server.description","","compare the top earners in your server","compare the top earners in your server"
"top.arguments.all","","all","all"
"top.arguments.all.description","","compare the top earners out of all Ardent users!","compare the top earners out of all Ardent users!"
"profile.arguments.help","","help","help"
"profile.arguments.help.description","","see how to edit your profile","see how to edit your profile"
"online.arguments.stats","","stats","stats"
"online.arguments.stats.description","","see online/offline statistics about a member. if no user is mentioned, your own stats will be displayed","see online/offline statistics about a member. if no user is mentioned, your own stats will be displayed"
"online.arguments.server","","server","server"
"online.arguments.server.description","","see status statistics about members in this server. if /online server admins is specified, only their statistics will be shown, otherwise the server's will.","see status statistics about members in this server. if /online server admins is specified, only their statistics will be shown, otherwise the server's will."
"online.arguments.types","","types","types"
"online.arguments.types.description","","see the possible Discord statuses","see the possible Discord statuses"
"online.arguments.stats.readable","online.arguments.stats.readable
","stats @User","stats @User"
"disablecommand.arguments.add","","add","add"
"disablecommand.arguments.add.readable","","add [command]","add [command]"
"disablecommand.arguments.add.description","","add a command to the disabled commands list","add a command to the disabled commands list"
"disablecommand.arguments.remove","","remove","remove"
"disablecommand.arguments.remove.readable","","remove [command]","remove [command]"
"disablecommand.arguments.remove.description","","remove a command from the disabled commands list","remove a command from the disabled commands list"
"disablecommand.arguments.list","","list","list"
"disablecommand.arguments.list.description","","list all the currently disabled commands in this server","list all the currently disabled commands in this server"
"mute.arguments.list","","list","list"
"mute.arguments.list.description","","list all current mutes","list all current mutes"
"mute.arguments.removerole","","removerole","removerole"
"mute.arguments.removerole.description","","remove the set mute role","remove the set mute role"
"mute.arguments.user.readable",""," @User time"," @User time"
"mute.arguments.user.description","","mention the user you want to mute and the time to mute for: Time modifiers: d (days), h (hours), m (minutes)","mention the user you want to mute and the time to mute for: Time modifiers: d (days), h (hours), m (minutes)"
"leavemessage.arguments.params","","params","params"
"leavemessage.arguments.params.description","","see what special parameters you can use in your leave message!","see what special parameters you can use in your leave message!"
"leavemessage.arguments.set","","set","set"
"leavemessage.arguments.set.readable","","set [message]","set [message]"
"leavemessage.arguments.set.description","","set the leave message.","set the leave message."
"leavemessage.arguments.removechannel","","remove channel","remove channel"
"leavemessage.arguments.removechannel.description","","remove the set leave message channel","remove the set leave message channel"
"leavemessage.arguments.view","","view","view"
"leavemessage.arguments.view.description","","view the current message parameters","view the current message parameters"
"leavemessage.arguments.remove","","remove message","remove message"
"leavemessage.arguments.remove.description","","remove the set leave message","remove the set leave message"
"leavemessage.arguments.channel","","channel","channel"
"leavemessage.arguments.channel.readable","","channel [mentioned channel or name]","channel [mentioned channel or name]"
"leavemessage.arguments.channel.description","","set the channel where you want leave messages to be sent","set the channel where you want leave messages to be sent"
"disablemodule.arguments.add","","add","add"
"disablemodule.arguments.add.readable","","add [module]","add [module]"
"disablemodule.arguments.add.description","","add a module to the disabled modules list","add a module to the disabled modules list"
"disablemodule.arguments.remove","","remove","remove"
"disablemodule.arguments.remove.readable","","remove [module]","remove [module]"
"disablemodule.arguments.remove.description","","remove a module from the disabled commands list","remove a module from the disabled commands list"
"disablemodule.arguments.list","","list","list"
"disablemodule.arguments.list.description","","list all the currently disabled modules in this server","list all the currently disabled modules in this server"
"defaultrole.arguments.view","","view","view"
"defaultrole.arguments.view.description","","view the currently-set default role and how many people have it","view the currently-set default role and how many people have it"
"defaultrole.arguments.set","","set","set"
"defaultrole.arguments.set.readable","","set [role name or mention]","set [role name or mention]"
"defaultrole.arguments.set.description","","set the default role for this server","set the default role for this server"
"defaultrole.arguments.remove","","remove","remove"
"defaultrole.arguments.remove.description","","remove the set default role","remove the set default role"
"prefix.arguments.add","","add","add"
"prefix.arguments.add.readable","","add [prefix name]","add [prefix name]"
"prefix.arguments.add.description","","add a new prefix for Ardent","add a new prefix for Ardent"
"prefix.arguments.remove","","remove","remove"
"prefix.arguments.remove.readable","","remove [existing prefix]","remove [existing prefix]"
"prefix.arguments.remove.description","","remove an existing prefix for Ardent","remove an existing prefix for Ardent"
"prefix.arguments.list","","list","list"
"prefix.arguments.list.description","","list all current Ardent prefixes for this server","list all current Ardent prefixes for this server"
"announce.arguments.params","","params","params"
"announce.arguments.params.description","","get a list of parameters you can use when creating announcements","get a list of parameters you can use when creating announcements"
"announce.arguments.create","","create","create"
"announce.arguments.create.description","","create a new announcement","create a new announcement"
"announce.arguments.edit","","edit","edit"
"announce.arguments.edit.readable","","edit [number]","edit [number]"
"announce.arguments.edit.description","","edit an existing announcement. number comes from /announce list","edit an existing announcement. number comes from /announce list"
"announce.arguments.remove","","remove","remove"
"announce.arguments.remove.readable","","remove [number]","remove [number]"
"announce.arguments.remove.description","","remove an existing announcement","remove an existing announcement"
"announce.arguments.list","","list","list"
"announce.arguments.list.description","","see a list of active announcements in this server","see a list of active announcements in this server"
"announce.arguments.info","","info","info"
"announce.arguments.info.readable","","info [number]","info [number]"
"announce.arguments.info.description","","view detailed information about a specific announcement","view detailed information about a specific announcement"
"announce.arguments.trigger","","trigger","trigger"
"announce.arguments.trigger.readable","","trigger [number]","trigger [number]"
"announce.arguments.trigger.description","","send the specified announcement now","send the specified announcement now"
"joinmessage.arguments.params","","params","params"
"joinmessage.arguments.params.description","","see what special parameters you can use in your join message!","see what special parameters you can use in your join message!"
"joinmessage.arguments.set","","set","set"
"joinmessage.arguments.set.readable","","set [message]","set [message]"
"joinmessage.arguments.set.description","","set the join message.","set the join message."
"joinmessage.arguments.removechannel","","remove channel","remove channel"
"joinmessage.arguments.removechannel.description","","remove the set join message channel","remove the set join message channel"
"joinmessage.arguments.view","","view","view"
"joinmessage.arguments.view.description","","view the current message parameters","view the current message parameters"
"joinmessage.arguments.remove","","remove message","remove message"
"joinmessage.arguments.remove.description","","remove the set join message","remove the set join message"
"joinmessage.arguments.channel","","channel","channel"
"joinmessage.arguments.channel.readable","","channel [mentioned channel or name]","channel [mentioned channel or name]"
"joinmessage.arguments.channel.description","","set the channel where you want join messages to be sent","set the channel where you want join messages to be sent"
"musiclibrary.arguments.view","","view","view"
"musiclibrary.arguments.view.description","","view your music library","view your music library"
"musiclibrary.arguments.play","","play","play"
"musiclibrary.arguments.play.description","","play tracks from your library","play tracks from your library"
"musiclibrary.arguments.add","","add","add"
"musiclibrary.arguments.add.readable","","add [song name or url]","add [song name or url]"
"musiclibrary.arguments.add.description","","add a song to your music library","add a song to your music library"
"musiclibrary.arguments.remove","","remove","remove"
"musiclibrary.arguments.remove.description","","remove songs from your library","remove songs from your library"
"musiclibrary.arguments.reset","","reset","reset"
"musiclibrary.arguments.reset.description","","remove all existing tracks in your music library (start from scratch)","remove all existing tracks in your music library (start from scratch)"
"musiclibrary.arguments.import","","import","import"
"musiclibrary.arguments.import.description","","import your Spotify song library","import your Spotify song library"
"playlist.arguments.play","","play","play"
"playlist.arguments.play.readable","","play [playlist id]","play [playlist id]"
"playlist.arguments.play.description","","start playback of a playlist","start playback of a playlist"
"playlist.arguments.list","","list","list"
"playlist.arguments.list.readable","","list @User","list @User"
"playlist.arguments.list.description","","list a user's playlists","list a user's playlists"
"playlist.arguments.view","","view","view"
"playlist.arguments.view.readable","","view [playlist id]","view [playlist id]"
"playlist.arguments.view.description","","get an overview of the specified playlist","get an overview of the specified playlist"
"playlist.arguments.delete","","delete","delete"
"playlist.arguments.delete.readable","","delete [playlist id]","delete [playlist id]"
"playlist.arguments.delete.description","","delete a playlist","delete a playlist"
"playlist.arguments.create","","create","create"
"playlist.arguments.create.description","","create a new playlist","create a new playlist"
"roll.flags.sides.accepted","","side count","side count"
"roll.flags.sides.description","","set the amount of sides the rolled die should have (default 6)","set the amount of sides the rolled die should have (default 6)"
"roll.flags.number.accepted","","# of times to roll","# of times to roll"
"roll.flags.number.description","","set how many times you'd like to roll the die","set how many times you'd like to roll the die"
"roll.flags.default.description","","use default settings (6-sided die, 1 roll)","use default settings (6-sided die, 1 roll)"
"random.flags.number.accepted","","number","number"
"random.flags.number.description","","select a random number between 1 and the specified number","select a random number between 1 and the specified number"
"random.flags.options.accepted","","**quote-separated list of options**. e.g. /random -options ""one"" ""two""","**quote-separated list of options**. e.g. /random -options ""one"" ""two"""
"random.flags.options.description","","select a random option given a list","select a random option given a list"
"online.flags.type.accepted","","status type","status type"
"online.flags.type.description","","specify a status to filter by - only available for /online server - view all types with /online types","specify a status to filter by - only available for /online server - view all types with /online types"
"online.flags.role.accepted","","role name","role name"
"online.flags.role.description","","filter by role - only available with /online server!","filter by role - only available with /online server!"
"mute.flags.reason.accepted","","mute reason","mute reason"
"mute.flags.reason.description","","optionally specify a reason for the mute","optionally specify a reason for the mute"
"clear.flags.user.accepted",""," @User"," @User"
"clear.flags.user.description","","clear messages from a specific user","clear messages from a specific user"
"clear.flags.number.accepted","","# of messages to delete (2-100)","# of messages to delete (2-100)"
"clear.flags.number.description","","specify an amount of messages to clear (default 10)","specify an amount of messages to clear (default 10)"
"clear.flags.channel.accepted","","channel mention (#channel)","channel mention (#channel)"
"clear.flags.channel.description","","clear messages in a specific channel","clear messages in a specific channel"
"clear.flags.default.description","","clear the last 10 messages in the current channel","clear the last 10 messages in the current channel"
"name","a user's name. for use in subcommands (one word)","name","name"
"profile.from","from heading - profile","from","from"
"spotify","","spotify","spotify"
"language","for use in profiles. One word","",""
"languages","for use in profiles. One word","",""
"whois.description","","Learn about other users","Learn about other users"
"ulog.description","","Audit a user's messages","Audit a user's messages"
"leavegame.description","","Leave a game in lobby","Leave a game in lobby"
"general.specify_channel","","You need to specify a valid channel name or mention","You need to specify a valid channel name or mention"
"general.specifyrole","","You need to specify a role!","You need to specify a role!"
"general.norolefound","","No role with that name was found","No role with that name was found"
"adminrole.updated","","Updated the admin role to []","Updated the admin role to []"
"adminrole.warning","","An administrator must update the roles of anyone with the previous admin role","An administrator must update the roles of anyone with the previous admin role"
"adminrole.removed","","Removed the admin role","Removed the admin role"
"adminrole.adminrole","","Admin Role","Admin Role"
"adminrole.current","","The current admin role is: **[]**","The current admin role is: **[]**"
"adminrole.userswithcurrent","","Currently, these are the users with the admin role: []","Currently, these are the users with the admin role: []"
"getid.response","","The Discord id of **[]** is: **[]**","The Discord id of **[]** is: **[]**"
"getid.default","","Your Discord id is **[]**. Get a role, channel, or user's id by mentioning it!","Your Discord id is **[]**. Get a role, channel, or user's id by mentioning it!"
"help.nocommandwithname","","I couldn't find a command with the name **[]**","I couldn't find a command with the name **[]**"
"help.moduleisdisabled","","Your server administrators have chosen to disable the **[]** module in Ardent","Your server administrators have chosen to disable the **[]** module in Ardent"
"help.module_help","","Module Help","Module Help"
"help.command_list","","Commands","Commands"
"help.no_description_available","","no description available for this command","no description available for this command"
"help.command_aliases","","aliases: []","aliases: []"
"help.no_module_with_name","","I couldn't find a module by that name","I couldn't find a module by that name"
"help.embed_title","","Ardent | Command Overview","Ardent | Command Overview"
"help.whats_new","","To learn what's *changed*, *been improved* and what **flags** and **arguments** are, type _ardent 2018_","To learn what's *changed*, *been improved* and what **flags** and **arguments** are, type _ardent 2018_"
"help.modules","","Modules","Modules"
"help.gethelp","","To get help on a specific command, type _/help **command**_.","To get help on a specific command, type _/help **command**_."
"help.see_module","","To see a module's commands, type _/help -m **module**_","To see a module's commands, type _/help -m **module**_"
"online.embed_title","","Discord Status Types | Ardent","Discord Status Types | Ardent"
"online.types","","**Name** | **Flag argument**","**Name** | **Flag argument**"
"online.type_online","","Online: *[]*","Online: *[]*"
"online.type_offline","","Offline: *[]*","Offline: *[]*"
"online.type_dnd","","Do Not Disturb: *[]*","Do Not Disturb: *[]*"
"online.type_idle","","Idle: *[]*","Idle: *[]*"
"online.type_unknown","","Unknown: *[]*","Unknown: *[]*"
"online.status_info","","Status Information | []","Status Information | []"
"online.current_status","First argument: status. Second: time with that status","**Current Status**: *[]*, for *[]*","**Current Status**: *[]*, for *[]*"
"online.previous_status","First argument: status. Second: time with that status","**Previous Status**: *[]*, for *[]*","**Previous Status**: *[]*, for *[]*"
"online.total_tracked_time","","Total tracked time: **[]**","Total tracked time: **[]**"
"online.aware_info","","I'm aware of []'s last **[]** status updates","I'm aware of []'s last **[]** status updates"
"online.online_str","","Online","Online"
"online.dnd_str","","Do Not Disturb","Do Not Disturb"
"online.idle_str","","Idle","Idle"
"online.offline_str","","Offline","Offline"
"general.members","Used whenever we need to add the word member onto the end of a string","members","members"
"online.admins_status_title","","Admins' Online Status | []","Admins' Online Status | []"
"online.see_member_stats","","See a specific member's online statistics with */online stats @User*","See a specific member's online statistics with */online stats @User*"
"online.admins_count","Appended after the number of admins with a certain status","admins have this status","admins have this status"
"online.status_embed","","Online Status | []","Online Status | []"
"general.need_to_mention_role","","You need to mention or enter the name of a role!","You need to mention or enter the name of a role!"
"roleinfo.embed_title","","[] | Role Info","[] | Role Info"
"roleinfo.num_with_role","","# with role","# with role"
"roleinfo.id","","Role ID","Role ID"
"roleinfo.creation","","Creation Date","Creation Date"
"roleinfo.permissions","","Permissions","Permissions"
"serverinfo.embed_title","","[] | Server Info","[] | Server Info"
"serverinfo.num_members","","Number of members","Number of members"
"serverinfo.online","","Online users","Online users"
"general.prefixes","","Prefixes","Prefixes"
"serverinfo.admin_role","","Admin Role","Admin Role"
"serverinfo.owner","","Owner","Owner"
"serverinfo.creation","","Creation Date","Creation Date"
"serverinfo.num_voice","","# of Voice Channels","# of Voice Channels"
"serverinfo.num_text","","# of Text Channels","# of Text Channels"
"serverinfo.num_roles","","# of Roles","# of Roles"
"serverinfo.region","","Region","Region"
"serverinfo.verification_level","","Verification Level","Verification Level"
"general.none","","None","None"
"general.not_set","","Not set!","Not set!"
"userinfo.too_broad","","10 or more users containing this query were found. Please be more specific or tag them","10 or more users containing this query were found. Please be more specific or tag them"
"userinfo.select_user","","Select which user you want","Select which user you want"
"general.specify_or_mention_user","","You need to specify the name of a user or mention them","You need to specify the name of a user or mention them"
"userinfo.embed_title","","[] | User Information","[] | User Information"
"userinfo.name","","Name","Name"
"userinfo.nickname","","Nickname","Nickname"
"userinfo.status","","Status","Status"
"userinfo.join_date","","Server Join Date","Server Join Date"
"userinfo.days_in_guild","","Days in Server","Days in Server"
"general.roles","","Roles","Roles"
"userinfo.account_creation_date","","Account Creation Date","Account Creation Date"
"ulog.generating","","Generating a user message log in the channels you both have access to.. check for a private message in a few seconds","Generating a user message log in the channels you both have access to.. check for a private message in a few seconds"
"ulog.generated_dump","","Generated a dump of all found messages at [].","Generated a dump of all found messages at []."
"ulog.warning","","Be careful when sharing this link. You only have access to a log in the channels you share access to with the user, but anyone can see this log if you share it.","Be careful when sharing this link. You only have access to a log in the channels you share access to with the user, but anyone can see this log if you share it."
"daily.collect","","You collected $[]!","You collected $[]!"
"daily.use_later","","You'll be able to use this again at []","You'll be able to use this again at []"
"marriage.not_married","","You're not married!","You're not married!"
"divorce.confirm","divorce.confirm
","Are you sure you want to divorce that person? If you do, there's a 50% chance that 50% of your assets will be transferred to your ex. Type `yes` to confirm or `no` to cancel.","Are you sure you want to divorce that person? If you do, there's a 50% chance that 50% of your assets will be transferred to your ex. Type `yes` to confirm or `no` to cancel."
"yes","represents yes in responses","yes","yes"
"no","respresents no in responses","no","no"
"divorce.now_single","","You're now single.","You're now single."
"divorce.asset_transfer","","Unlucky! Half of your assets were transferred to your ex.","Unlucky! Half of your assets were transferred to your ex."
"canceling","","Canceling..","Canceling.."
"marry.rejected","","Ouch.. [] rejected you","Ouch.. [] rejected you"
"marry.now_married","","Congrats! You're now married","Congrats! You're now married"
"marry.illegal_state","","Illegal state.. is someone now married?","Illegal state.. is someone now married?"
"marry.accept","","Do you want to accept this proposal?","Do you want to accept this proposal?"
"marry.proposal_message","","[], [] is now proposing to you!","[], [] is now proposing to you!"
"marry.just_why","","Just.. why?","Just.. why?"
"marry.already_married","","**[]** is already married!","**[]** is already married!"
"marry.no_polygamy","","Polygamy isn't allowed","Polygamy isn't allowed"
"marry.no_marry_bot","","You can't marry a bot, but nice try! As for me, I'll forever love Adam.","You can't marry a bot, but nice try! As for me, I'll forever love Adam."
"marry.how_to","","You can marry someone with */marry @User*!","You can marry someone with */marry @User*!"
"marry.current","","You're married to **[]**!","You're married to **[]**!"
"marry.warning","","You can divorce them with */divorce*, but be aware: if you initiate a divorce, **50%** of your money may go to the divorcé","You can divorce them with */divorce*, but be aware: if you initiate a divorce, **50%** of your money may go to the divorcé"
"unknown","","unknown","unknown"
"page","","Page []","Page []"
"top.global","","Global Money Leaderboards","Global Money Leaderboards"
"top.local","","[]'s Money Leaderboards","[]'s Money Leaderboards"
"coinflip.flipping","","Flipping a coin now..","Flipping a coin now.."
"coinflip.result","","Flipped a coin. Result: **[]**","Flipped a coin. Result: **[]**"
"coinflip.heads","","Heads","Heads"
"coinflip.tails","","Tails","Tails"
"8ball.no","","How dare you try to ask the 8-ball an empty question?","How dare you try to ask the 8-ball an empty question?"
"permission","","Hmm.. make sure I have permission to []","Hmm.. make sure I have permission to []"
"nick.permission","","change nicknames","change nicknames"
"nickme.changed","","[], your nickname is now **[]**","[], your nickname is now **[]**"
"nickme.however","","However, the generated name is **[]**","However, the generated name is **[]**"
"nickme.exception","","Unable to set your nickname. Due to Discord limitations, I cannot set the nickname of the server owner or members with a higher role than myself.","Unable to set your nickname. Due to Discord limitations, I cannot set the nickname of the server owner or members with a higher role than myself."
"ud.404","","No results found for this search query","No results found for this search query"
"ud.embed_title","","Top Urban Dictionary Definition for []","Top Urban Dictionary Definition for []"
"ud.definition","","Definition","Definition"
